parent_pno,child_pno,parent_term_rank,child_term_rank,slope CTR-CTR
7284866,8016434,1,1,0
7284866,8016434,3,6,-3
7284866,8016434,5,9,-4
4821719,6530942,3,1,2
4821719,6530942,5,7,-2
4821719,6530942,13,4,9
4674146,5560078,1,2,-1
4674146,5560078,2,3,-1
4674146,5560078,5,10,-5
4674146,5560078,7,6,1
5507768,6461383,1,5,-4
5507768,6461383,3,3,0
5507768,6461383,4,10,-6
5507768,6461383,5,9,-4
4419221,6441262,1,5,-4
4419221,6441262,11,9,2
4419221,6441262,12,1,11
6455927,6624921,1,1,0
6455927,6624921,2,4,-2
6455927,6624921,3,6,-3
6455927,6624921,4,5,-1
6455927,6624921,5,3,2
6455927,6624921,6,2,4
6455927,6624921,9,13,-4
6455927,6624921,10,7,3
6455927,6624921,11,8,3
4440227,5190104,6,8,-2
4667290,5586323,1,8,-7
4667290,5586323,2,5,-3
4667290,5586323,8,3,5
4667290,5586323,9,12,-3
4018358,4664289,3,2,1
5000734,6478812,12,4,8
3966238,7211766,9,9,0
3966238,7211766,11,5,6
4008123,4877486,4,1,3
4721878,5059859,2,5,-3
4721878,5059859,6,6,0
4721878,5059859,7,7,0
6072982,8225369,1,1,0
4399816,8591447,2,8,-6
4399816,8591447,3,12,-9
5648657,6473189,5,1,4
5648657,6473189,8,10,-2
5379049,7715642,6,3,3
7544740,8541503,8,11,-3
7544740,8541503,11,5,6
6282175,7624422,3,7,-4
6282175,7624422,10,1,9
5066592,5342830,2,5,-3
5134075,8747857,4,9,-5
4670263,6506387,10,10,0
6596005,8702735,7,11,-4
6596005,8702735,11,4,7
3935392,5218636,1,1,0
3935392,5218636,2,2,0
3935392,5218636,9,9,0
5156649,6064218,4,13,-9
5156649,6064218,6,6,0
5156649,6064218,10,4,6
4142178,7102478,1,3,-2
4142178,7102478,9,7,2
4142178,7102478,13,2,11
5191154,5298233,1,10,-9
5191154,5298233,2,1,1
5191154,5298233,6,6,0
6870740,6927972,3,1,2
6870740,6927972,8,6,2
6077318,8629094,1,3,-2
6077318,8629094,4,9,-5
7190741,7724849,3,6,-3
7190741,7724849,8,4,4
7190741,7724849,9,3,6
7190741,7724849,12,8,4
7495678,7667699,2,1,1
7495678,7667699,6,10,-4
7495678,7667699,7,11,-4
5366251,6509075,1,1,0
5366251,6509075,5,9,-4
5366251,6509075,8,4,4
4437957,4664764,3,4,-1
4437957,4664764,6,9,-3
4722528,5482281,2,4,-2
4722528,5482281,3,2,1
4722528,5482281,5,1,4
4722528,5482281,6,6,0
4722528,5482281,7,11,-4
5040798,6503148,1,9,-8
5040798,6503148,7,4,3
4530056,7648329,2,2,0
6123053,6260523,1,2,-1
6123053,6260523,6,4,2
6123053,6260523,7,1,6
4172592,4358285,2,1,1
4172592,4358285,8,2,6
5071812,5276119,1,9,-8
5071812,5276119,2,1,1
5071812,5276119,4,5,-1
5071812,5276119,10,8,2
5071812,5276119,12,4,8
4566843,5065703,12,11,1
4764537,5420186,1,1,0
4764537,5420186,3,8,-5
4764537,5420186,6,9,-3
7327265,7876223,1,8,-7
7327265,7876223,4,3,1
7327265,7876223,12,7,5
6402741,8562598,4,1,3
6402741,8562598,5,13,-8
4055084,4809549,2,4,-2
4055084,4809549,3,2,1
4055084,4809549,4,11,-7
4055084,4809549,6,1,5
4055084,4809549,12,6,6
6670968,7797447,1,1,0
6670968,7797447,2,4,-2
6670968,7797447,3,2,1
6670968,7797447,4,9,-5
6670968,7797447,5,3,2
6670968,7797447,11,6,5
6670968,7797447,12,8,4
6670968,7797447,13,11,2
6873604,8656415,7,9,-2
4246967,8720577,6,5,1
4892375,5233621,11,4,7
4254896,4423830,1,1,0
4254896,4423830,2,2,0
4254896,4423830,3,13,-10
4254896,4423830,4,4,0
4254896,4423830,11,6,5
4465379,6086244,5,1,4
4465379,6086244,8,10,-2
7911264,8605465,12,11,1
7911264,8605465,13,1,12
4920997,5090429,2,2,0
4920997,5090429,4,3,1
4561314,7209844,9,8,1
6275927,7836278,4,2,2
4356962,4684060,4,3,1
4356962,4684060,7,12,-5
4356962,4684060,13,6,7
4361766,4749992,3,6,-3
5238423,6185104,3,6,-3
5238423,6185104,9,3,6
7362762,8139488,1,2,-1
7362762,8139488,5,1,4
5375730,7687004,6,4,2
6912250,8102899,9,5,4
6912250,8102899,13,8,5
4210146,8109886,8,7,1
4210146,8109886,11,3,8
4456284,5575412,1,3,-2
4456284,5575412,2,1,1
4456284,5575412,5,6,-1
4456284,5575412,7,10,-3
4456284,5575412,11,7,4
7263188,8028322,13,13,0
4620905,7077945,2,2,0
4620905,7077945,6,1,5
6182531,8698365,1,2,-1
6182531,8698365,12,11,1
4094017,4207627,6,1,5
4094017,4207627,8,3,5
5111892,6935441,1,1,0
5111892,6935441,2,4,-2
6288944,8001320,9,1,8
6288944,8001320,13,3,10
4277690,8614522,3,1,2
5017714,6555635,5,2,3
5017714,6555635,10,11,-1
5402944,7775966,7,12,-5
7052666,8609975,1,9,-8
6567536,7639888,4,4,0
4430711,4725947,8,1,7
4430711,4725947,11,4,7
4051380,6445767,9,9,0
4818571,6393803,2,1,1
5452239,6934674,5,1,4
5452239,6934674,6,2,4
5452239,6934674,12,4,8
4051840,6511412,4,4,0
7457155,8644066,3,2,1
7457155,8644066,4,7,-3
7457155,8644066,5,8,-3
7457155,8644066,7,3,4
7457155,8644066,9,10,-1
6408164,8634414,1,3,-2
6408164,8634414,3,2,1
6408164,8634414,8,12,-4
6408164,8634414,13,11,2
6097301,7345576,2,2,0
6097301,7345576,4,1,3
6097301,7345576,5,9,-4
4333475,5431691,10,4,6
4333475,5431691,13,11,2
7366367,8235603,2,6,-4
7366367,8235603,5,7,-2
7366367,8235603,8,8,0
5403312,7717312,5,5,0
5403312,7717312,7,1,6
6131082,8185375,1,1,0
6131082,8185375,2,5,-3
6131082,8185375,6,7,-1
6131082,8185375,11,4,7
6131082,8185375,13,6,7
4696623,5181829,1,1,0
4696623,5181829,5,5,0
4696623,5181829,9,11,-2
4986221,8104431,1,1,0
4986221,8104431,2,4,-2
4986221,8104431,12,11,1
4339061,5074617,3,5,-2
4339061,5074617,10,9,1
4339061,5074617,12,6,6
6897871,8749563,2,3,-1
6897871,8749563,6,4,2
6897871,8749563,7,9,-2
6897871,8749563,8,6,2
6897871,8749563,11,5,6
6897871,8749563,12,7,5
3955058,4816628,4,13,-9
3955058,4816628,6,4,2
4227350,4634485,3,12,-9
4227350,4634485,9,7,2
6420226,6569732,4,7,-3
6420226,6569732,8,3,5
6420226,6569732,12,8,4
3950956,4043137,2,2,0
3950956,4043137,3,3,0
3950956,4043137,6,4,2
3950956,4043137,7,10,-3
3950956,4043137,13,8,5
5096797,5306592,1,6,-5
5096797,5306592,4,1,3
5096797,5306592,5,3,2
5096797,5306592,6,2,4
6327628,8612852,1,9,-8
6327628,8612852,2,3,-1
6327628,8612852,4,12,-8
6412946,8679064,13,7,6
6208291,7697597,1,1,0
4253043,4358711,2,7,-5
4253043,4358711,4,4,0
4253043,4358711,9,13,-4
3956093,4839011,1,2,-1
7328904,8459905,1,2,-1
7328904,8459905,13,9,4
6947285,7760507,1,11,-10
6947285,7760507,7,9,-2
6885895,7761166,1,3,-2
6885895,7761166,10,7,3
6909127,8213894,3,3,0
6909127,8213894,7,6,1
6224571,7520870,1,9,-8
6224571,7520870,3,3,0
6224571,7520870,8,1,7
6224571,7520870,10,11,-1
7068415,8699113,2,1,1
7068415,8699113,3,5,-2
4336359,4931514,11,2,9
4524538,4920689,1,11,-10
4524538,4920689,2,2,0
4524538,4920689,3,13,-10
4524538,4920689,4,3,1
5051735,6982635,1,2,-1
5051735,6982635,6,12,-6
5230426,5372252,1,6,-5
5230426,5372252,7,11,-4
4057886,5078641,4,1,3
5374162,8568085,2,7,-5
5374162,8568085,7,6,1
7032192,8407639,1,5,-4
7032192,8407639,3,9,-6
7032192,8407639,8,2,6
4290471,4662961,1,3,-2
4290471,4662961,4,2,2
4290471,4662961,5,6,-1
4290471,4662961,6,1,5
4290471,4662961,7,9,-2
8006889,8573465,2,10,-8
8006889,8573465,9,6,3
6190495,8563424,9,12,-3
6522584,8159879,1,12,-11
6522584,8159879,3,4,-1
6522584,8159879,6,6,0
6522584,8159879,9,9,0
6522584,8159879,13,5,8
7248255,7557802,2,5,-3
7248255,7557802,3,8,-5
7248255,7557802,4,10,-6
7248255,7557802,6,1,5
6142699,6474900,4,6,-2
6142699,6474900,8,13,-5
6142699,6474900,10,1,9
5535937,8584921,2,7,-5
5535937,8584921,3,9,-6
4607671,8608723,10,1,9
5640143,6151529,1,1,0
5640143,6151529,2,5,-3
6601870,7232151,2,6,-4
6601870,7232151,5,1,4
6601870,7232151,10,11,-1
5248583,5645963,4,13,-9
5248583,5645963,5,1,4
5004426,8382521,2,3,-1
5004426,8382521,6,6,0
7584507,8689326,2,12,-10
7584507,8689326,4,4,0
5435393,7409999,7,1,6
5352866,7038172,1,1,0
5352866,7038172,2,6,-4
5352866,7038172,6,13,-7
4834675,6848939,3,12,-9
4834675,6848939,4,3,1
4834675,6848939,5,2,3
4834675,6848939,8,10,-2
4834675,6848939,9,1,8
7036505,8329271,13,1,12
5494034,7704260,2,2,0
4846800,5282783,1,1,0
4846800,5282783,2,3,-1
4846800,5282783,6,7,-1
6616616,8262684,1,1,0
6616616,8262684,10,11,-1
7894524,8488674,1,2,-1
7894524,8488674,4,1,3
7894524,8488674,8,3,5
7894524,8488674,9,11,-2
7894524,8488674,12,12,0
6924813,7802196,2,4,-2
6924813,7802196,5,7,-2
6924813,7802196,9,8,1
6924813,7802196,12,10,2
6937566,7453851,2,6,-4
6937566,7453851,4,7,-3
4027142,4564752,1,1,0
4027142,4564752,10,4,6
4027142,4564752,12,7,5
5482197,8196795,2,3,-1
5482197,8196795,6,11,-5
5134229,6461640,6,11,-5
7272723,8505075,2,12,-10
7272723,8505075,7,11,-4
7272723,8505075,8,5,3
7272723,8505075,9,7,2
4751415,6864614,2,6,-4
4751415,6864614,4,1,3
4751415,6864614,6,4,2
5617093,8643424,1,9,-8
5617093,8643424,4,2,2
5617093,8643424,5,4,1
5594643,6094617,3,2,1
5594643,6094617,4,4,0
5594643,6094617,6,6,0
5594643,6094617,7,1,6
5594643,6094617,8,7,1
6175440,8203785,2,6,-4
6175440,8203785,3,11,-8
6175440,8203785,7,2,5
6175440,8203785,8,8,0
7198606,8690796,1,1,0
7198606,8690796,3,3,0
7198606,8690796,4,2,2
7198606,8690796,11,6,5
4184966,6387143,2,1,1
4184966,6387143,5,8,-3
4357200,7135069,1,2,-1
8145925,8462579,1,11,-10
8145925,8462579,11,3,8
8145925,8462579,12,8,4
4917892,5300290,4,13,-9
4126263,5158633,3,5,-2
4126263,5158633,6,4,2
4126263,5158633,7,6,1
4126263,5158633,8,2,6
4126263,5158633,9,3,6
4126263,5158633,10,8,2
6158677,6341738,1,1,0
6158677,6341738,2,2,0
6158677,6341738,3,3,0
6158677,6341738,4,4,0
6158677,6341738,5,5,0
6158677,6341738,6,6,0
6158677,6341738,7,7,0
6158677,6341738,8,8,0
6158677,6341738,9,9,0
6158677,6341738,10,10,0
6158677,6341738,11,11,0
6158677,6341738,12,12,0
6158677,6341738,13,13,0
5105205,6508542,1,3,-2
5105205,6508542,2,1,1
5105205,6508542,6,4,2
5282619,7232376,1,1,0
5282619,7232376,2,4,-2
5282619,7232376,5,5,0
5282619,7232376,12,8,4
7139555,8190701,3,6,-3
5035702,6491705,12,1,11
4704432,4880554,3,2,1
4685617,8453470,3,12,-9
4685617,8453470,4,4,0
4685617,8453470,5,2,3
5190379,5381868,1,4,-3
5190379,5381868,2,1,1
5190379,5381868,4,3,1
5190379,5381868,6,5,1
6600626,7643245,2,2,0
6600626,7643245,3,3,0
6600626,7643245,5,6,-1
4702401,4804120,1,1,0
4702401,4804120,3,4,-1
4767044,7740159,2,7,-5
4154298,7604047,1,2,-1
4154298,7604047,2,1,1
4154298,7604047,6,12,-6
4154298,7604047,7,9,-2
4321232,4976920,1,1,0
4321232,4976920,3,7,-4
4321232,4976920,12,11,1
4843220,6032137,10,2,8
4821332,6603872,1,1,0
4821332,6603872,6,6,0
7577258,7966289,12,3,9
5402641,6463733,4,12,-8
5402641,6463733,8,9,-1
7408116,7687720,1,1,0
7408116,7687720,2,2,0
7408116,7687720,3,3,0
7408116,7687720,4,4,0
7408116,7687720,5,5,0
7408116,7687720,6,6,0
7408116,7687720,7,7,0
7408116,7687720,8,8,0
7408116,7687720,9,9,0
7408116,7687720,10,10,0
7408116,7687720,11,11,0
7408116,7687720,12,12,0
7408116,7687720,13,13,0
3956086,4775452,2,10,-8
3956086,4775452,4,7,-3
3956086,4775452,5,3,2
3956086,4775452,7,9,-2
3956086,4775452,12,11,1
4790088,7305781,3,2,1
4790088,7305781,6,3,3
7089379,8634221,1,4,-3
7089379,8634221,4,8,-4
6625687,7124270,1,3,-2
3997169,8231478,3,2,1
3997169,8231478,4,1,3
3997169,8231478,12,11,1
6934570,8046041,1,5,-4
6934570,8046041,6,3,3
5384792,7619868,2,3,-1
7531453,8587126,1,1,0
7531453,8587126,7,6,1
7531453,8587126,9,4,5
5230349,5348554,1,7,-6
5230349,5348554,4,2,2
7783741,8667074,1,1,0
7783741,8667074,4,3,1
6402186,7984922,2,2,0
6402186,7984922,3,5,-2
6574037,7280270,1,2,-1
6574037,7280270,3,13,-10
6574037,7280270,4,1,3
6574037,7280270,5,3,2
6574037,7280270,6,12,-6
6574037,7280270,10,5,5
6574037,7280270,12,7,5
7904448,8452779,5,9,-4
6947332,8356231,2,3,-1
4703518,6508969,4,13,-9
4703518,6508969,10,5,5
4364981,4640856,2,12,-10
4364981,4640856,4,3,1
4364981,4640856,5,2,3
5243172,7942851,5,6,-1
6260953,7549726,1,2,-1
6260953,7549726,2,1,1
6260953,7549726,5,3,2
6260953,7549726,7,6,1
4359872,5144810,1,13,-12
5253431,6497051,1,1,0
5253431,6497051,12,4,8
5051352,5494822,1,2,-1
6088751,7698486,1,10,-9
6088751,7698486,2,5,-3
7344084,7647614,11,13,-2
7784344,8539835,6,5,1
7784344,8539835,9,4,5
7784344,8539835,10,7,3
5396115,7693669,8,13,-5
5396115,7693669,10,2,8
5396115,7693669,13,11,2
5476502,6377857,1,4,-3
4859014,5078512,1,1,0
4859014,5078512,2,8,-6
4859014,5078512,3,7,-4
4859014,5078512,5,13,-8
4180850,5230559,2,2,0
4180850,5230559,13,1,12
6462786,7903178,3,1,2
6462786,7903178,8,3,5
5636661,7644767,1,7,-6
4620285,6870792,1,1,0
4620285,6870792,3,10,-7
4620285,6870792,6,2,4
5031787,7798359,10,8,2
7559805,7704081,4,7,-3
7559805,7704081,5,9,-4
7559805,7704081,10,3,7
7559805,7704081,12,4,8
6610926,7053298,3,3,0
6610926,7053298,10,4,6
6610926,7053298,13,1,12
5341328,7336524,1,9,-8
6316750,8226605,3,11,-8
6316750,8226605,12,7,5
6464582,8439739,7,1,6
6464582,8439739,10,7,3
6183985,7632823,6,5,1
4307818,6439415,2,2,0
4746136,4921267,1,1,0
4746136,4921267,2,4,-2
4746136,4921267,4,5,-1
4746136,4921267,5,2,3
4746136,4921267,11,6,5
5154931,8742072,2,2,0
5154931,8742072,4,3,1
6546351,7903863,6,1,5
4189395,6300258,3,4,-1
4326033,4920051,1,1,0
4326033,4920051,4,10,-6
5255153,5310453,1,2,-1
5255153,5310453,2,1,1
5255153,5310453,6,4,2
5255153,5310453,13,5,8
5640953,8600777,1,9,-8
5640953,8600777,4,1,3
6942669,7811260,3,1,2
4996192,5243190,7,5,2
4996192,5243190,9,2,7
5605348,7347108,2,5,-3
5605348,7347108,9,7,2
6656764,7462538,4,7,-3
6656764,7462538,13,1,12
4530676,5094653,2,6,-4
4530676,5094653,5,1,4
4166187,4695647,6,3,3
4166187,4695647,12,12,0
6072483,7225456,7,3,4
4960733,8562348,7,3,4
7055500,7694666,3,2,1
7055500,7694666,5,3,2
7055500,7694666,11,1,10
7055500,7694666,12,7,5
5394255,5600455,3,10,-7
5394255,5600455,6,4,2
5394255,5600455,8,13,-5
5394255,5600455,11,7,4
5394255,5600455,12,9,3
4743700,8119667,7,4,3
7389608,7464498,1,2,-1
7389608,7464498,2,1,1
6454649,7682249,1,1,0
6454649,7682249,5,5,0
5338977,7956685,3,8,-5
5338977,7956685,5,3,2
5135308,8659765,4,5,-1
4815547,5566575,2,10,-8
4815547,5566575,6,11,-5
4815547,5566575,8,2,6
6361418,7029380,4,2,2
7103740,8725964,3,2,1
7103740,8725964,12,1,11
6428252,7451013,1,3,-2
6428252,7451013,2,8,-6
6428252,7451013,9,1,8
7388380,7602191,6,5,1
4821089,6489232,2,9,-7
4821089,6489232,5,11,-6
4821089,6489232,6,13,-7
4821089,6489232,13,8,5
6212548,7120668,1,11,-10
6212548,7120668,2,1,1
6212548,7120668,13,7,6
6547257,8544852,2,3,-1
6079747,8127895,6,2,4
6079747,8127895,13,9,4
5301705,6073643,1,5,-4
5301705,6073643,2,1,1
5301705,6073643,3,11,-8
5301705,6073643,6,8,-2
5301705,6073643,8,2,6
5301705,6073643,12,6,6
5599642,7258821,1,1,0
5599642,7258821,2,5,-3
5599642,7258821,3,8,-5
5599642,7258821,6,3,3
4881800,5203220,1,13,-12
4881800,5203220,3,7,-4
4881800,5203220,12,11,1
5078726,6663617,2,6,-4
5078726,6663617,4,3,1
5078726,6663617,13,8,5
4013894,4446204,12,4,8
6608682,8406498,5,4,1
6608682,8406498,9,12,-3
6608682,8406498,12,2,10
6496177,8517939,2,3,-1
6496177,8517939,5,1,4
4048232,7119233,4,5,-1
4048232,7119233,13,13,0
5052134,6952892,1,1,0
5052134,6952892,4,8,-4
5052134,6952892,5,10,-5
5052134,6952892,8,2,6
5052134,6952892,13,4,9
4715146,5484176,4,1,3
4715146,5484176,9,8,1
6275882,7956864,6,8,-2
4570396,8276331,1,1,0
6418471,8356281,4,7,-3
6418471,8356281,5,5,0
4555043,5348752,5,1,4
4611067,4892884,1,6,-5
4611067,4892884,3,8,-5
4611067,4892884,4,2,2
4611067,4892884,5,1,4
4611067,4892884,13,5,8
4777614,8577951,2,2,0
4777614,8577951,3,4,-1
4777614,8577951,13,1,12
5336415,8281515,8,5,3
5336415,8281515,9,9,0
4703101,5549932,4,9,-5
4703101,5549932,6,8,-2
6111264,7978509,10,4,6
6111264,7978509,13,2,11
6073955,6443477,1,3,-2
6073955,6443477,3,4,-1
6073955,6443477,5,1,4
6448114,7646068,2,8,-6
4015182,4856078,4,6,-2
4015182,4856078,12,10,2
4825389,7557949,2,3,-1
4825389,7557949,5,11,-6
5319735,7346514,1,2,-1
5319735,7346514,2,5,-3
5319735,7346514,8,7,1
5145141,5308034,1,1,0
5145141,5308034,2,2,0
5145141,5308034,3,3,0
5145141,5308034,4,4,0
5145141,5308034,5,5,0
5145141,5308034,6,6,0
5145141,5308034,7,7,0
5145141,5308034,8,8,0
5145141,5308034,9,9,0
5145141,5308034,10,10,0
5145141,5308034,11,11,0
5145141,5308034,12,12,0
5145141,5308034,13,13,0
6506513,7674540,1,1,0
6506513,7674540,2,3,-1
6506513,7674540,11,2,9
6101971,6939434,1,13,-12
4834964,5256397,1,12,-11
6419263,7341615,1,1,0
6419263,7341615,12,6,6
4029215,4671401,5,5,0
6210098,8517659,1,5,-4
6210098,8517659,3,8,-5
6210098,8517659,7,10,-3
6210098,8517659,12,13,-1
5198834,6543884,3,1,2
5198834,6543884,8,2,6
5494293,8752838,1,1,0
5494293,8752838,2,10,-8
5494293,8752838,4,8,-4
5494293,8752838,5,6,-1
5494293,8752838,6,9,-3
4663191,5624869,3,2,1
4663191,5624869,9,4,5
4296681,4686866,10,11,-1
4296681,4686866,13,2,11
7340192,7792449,2,1,1
7340192,7792449,4,2,2
7340192,7792449,6,4,2
7340192,7792449,8,11,-3
7772456,8236713,9,8,1
5232058,7849936,1,1,0
5657001,8354934,10,4,6
6975628,7664855,9,2,7
5070410,6341839,5,4,1
5268092,5332494,1,1,0
5268092,5332494,2,3,-1
5268092,5332494,3,4,-1
5268092,5332494,4,5,-1
5268092,5332494,6,6,0
5268092,5332494,7,7,0
5268092,5332494,8,8,0
5268092,5332494,10,9,1
5268092,5332494,11,10,1
5268092,5332494,12,11,1
5268092,5332494,13,12,1
4640111,7665405,2,2,0
6253201,8005831,8,11,-3
5577481,8231069,1,1,0
7492274,8558677,2,1,1
7492274,8558677,7,12,-5
6575128,7178493,1,7,-6
6575128,7178493,13,12,1
5016146,5301092,9,3,6
7457439,8700354,1,2,-1
4080530,7065811,1,1,0
6067678,6263526,2,9,-7
6297886,8477333,5,2,3
7529206,8185110,5,2,3
7529206,8185110,7,13,-6
7529206,8185110,9,4,5
7529206,8185110,10,5,5
5237700,6289445,1,1,0
5237700,6289445,3,2,1
5237700,6289445,11,3,8
5237700,6289445,13,12,1
5598071,7692394,2,3,-1
5598071,7692394,4,1,3
6441736,8636220,4,4,0
6441736,8636220,6,12,-6
4571947,5404937,1,1,0
4571947,5404937,2,8,-6
4571947,5404937,5,13,-8
4571947,5404937,9,3,6
4571947,5404937,11,6,5
4571947,5404937,13,4,9
4539357,4950286,6,2,4
5547078,7051871,2,4,-2
6555921,7545036,5,2,3
6555921,7545036,10,7,3
5233482,6119261,1,9,-8
5233482,6119261,8,11,-3
5233482,6119261,10,4,6
7000441,7958758,2,3,-1
7000441,7958758,6,2,4
7000441,7958758,7,1,6
5502124,7579407,4,3,1
5502124,7579407,7,7,0
4565528,6458003,2,1,1
4565528,6458003,6,11,-5
3946000,4118562,12,5,7
5421249,8555763,2,1,1
5421249,8555763,8,12,-4
6198520,6839118,1,2,-1
6198520,6839118,2,5,-3
6198520,6839118,5,10,-5
6198520,6839118,6,1,5
6198520,6839118,12,3,9
5633678,8558921,2,4,-2
5633678,8558921,4,2,2
5146477,6249875,6,5,1
6282474,7877200,3,2,1
6282474,7877200,4,1,3
6282474,7877200,6,9,-3
6282474,7877200,8,3,5
6282474,7877200,10,5,5
6282474,7877200,12,6,6
4997325,7422219,3,4,-1
4997325,7422219,8,2,6
4997325,7422219,11,1,10
5080894,6093391,7,3,4
5080894,6093391,9,2,7
4270198,6894952,1,6,-5
4270198,6894952,8,1,7
4270198,6894952,12,4,8
5329310,8094944,4,3,1
5329310,8094944,10,9,1
6265963,6631662,11,10,1
7835136,8218288,6,5,1
6210174,7658640,5,3,2
4940270,7134700,1,2,-1
4940270,7134700,13,1,12
4715782,5269652,2,12,-10
4218657,4320530,3,5,-2
4218657,4320530,4,3,1
4218657,4320530,9,11,-2
6352577,7000427,5,4,1
6352577,7000427,6,1,5
6193695,6458105,1,2,-1
6193695,6458105,3,1,2
6193695,6458105,4,4,0
6193695,6458105,5,5,0
6193695,6458105,8,9,-1
6193695,6458105,10,7,3
6193695,6458105,13,12,1
4915276,5038983,1,10,-9
4915276,5038983,6,5,1
4915276,5038983,7,2,5
4791936,6263245,10,5,5
4791936,6263245,12,2,10
6474246,8672284,1,11,-10
6474246,8672284,5,1,4
6059036,8613320,2,1,1
6059036,8613320,3,4,-1
4990099,6334793,4,8,-4
7301970,7477845,1,2,-1
7301970,7477845,6,6,0
7301970,7477845,12,11,1
6536800,7458605,1,10,-9
6536800,7458605,2,1,1
4156593,6991189,5,7,-2
5126718,8314390,2,9,-7
5126718,8314390,3,7,-4
5126718,8314390,7,12,-5
8077779,8737483,2,1,1
8077779,8737483,3,2,1
8077779,8737483,12,5,7
8077779,8737483,13,10,3
6273252,7889489,11,2,9
6153470,7432546,2,12,-10
6153470,7432546,3,9,-6
6153470,7432546,4,5,-1
6153470,7432546,5,1,4
7760678,8265547,8,11,-3
5376101,7416556,1,1,0
5376101,7416556,12,11,1
3993651,7151177,1,1,0
3993651,7151177,6,2,4
4102603,7748959,6,2,4
4102603,7748959,7,1,6
7938463,8220580,8,2,6
7938463,8220580,12,7,5
4198982,7556186,2,9,-7
4198982,7556186,3,2,1
4198982,7556186,12,3,9
6837171,7036439,1,7,-6
6837171,7036439,3,4,-1
4497315,7841998,12,13,-1
4092391,7261551,13,2,11
6673449,8685874,5,6,-1
4534033,4817105,8,6,2
4534033,4817105,10,3,7
4534033,4817105,11,1,10
4678834,5180783,3,2,1
4678834,5180783,5,1,4
4678834,5180783,6,8,-2
4678834,5180783,7,10,-3
6326678,8722461,2,3,-1
6326678,8722461,11,11,0
4933512,8152559,1,6,-5
5646658,8025366,12,5,7
5122605,5310906,2,1,1
5122605,5310906,3,8,-5
5122605,5310906,8,10,-2
5122605,5310906,10,13,-3
5122605,5310906,11,6,5
4340054,6270787,1,1,0
4575373,4955889,1,2,-1
4980987,6497068,2,12,-10
7394046,8044841,7,2,5
4987653,6615456,12,5,7
4881231,7321607,2,2,0
6872200,7862520,8,4,4
4634800,5268525,2,2,0
4609243,5342206,3,7,-4
4609243,5342206,4,11,-7
7120213,7664186,11,8,3
6338758,7726003,7,5,2
4438368,5021919,9,13,-4
5470334,6468277,2,3,-1
5470334,6468277,3,4,-1
5470334,6468277,5,8,-3
5470334,6468277,6,9,-3
6072903,8565550,8,3,5
6633234,8419756,3,8,-5
6633234,8419756,6,6,0
6633234,8419756,8,11,-3
6519044,7214996,2,6,-4
6519044,7214996,10,5,5
4496245,5253981,1,6,-5
5143035,5632242,3,2,1
5143035,5632242,11,1,10
5143035,5632242,12,12,0
5062836,5242393,1,9,-8
5062836,5242393,6,12,-6
5348778,7827754,10,6,4
7688212,7944358,3,5,-2
7688212,7944358,7,3,4
4530051,7058067,12,6,6
4634757,5202407,2,2,0
4634757,5202407,9,9,0
4634757,5202407,10,3,7
5642467,7039551,2,1,1
4863432,7018362,1,1,0
4863432,7018362,7,10,-3
6925318,7662151,3,2,1
6925318,7662151,11,3,8
4855240,5278079,3,8,-5
4855240,5278079,8,9,-1
4821417,8468700,1,3,-2
4821417,8468700,4,2,2
7197168,8743082,1,4,-3
7197168,8743082,9,2,7
6478804,8636189,2,8,-6
7174393,7694024,5,3,2
7174393,7694024,9,12,-3
7174393,7694024,10,13,-3
4977480,7334484,3,7,-4
4977480,7334484,13,12,1
8163994,8437119,8,3,5
8163994,8437119,9,1,8
8163994,8437119,12,4,8
4456779,5171904,4,7,-3
